BioSample Replicate Chr BinnedPos AvgCoverage AvgChr
C07A-NW 1 6-NA 10750 1413.6 6-NA
C07A-NW 1 6-NA 10800 1355.22 6-NA
C07A-NW 1 6-NA 10850 1200.94 6-NA
C07A-NW 1 6-NA 10900 1033.14 6-NA
C07A-NW 1 6-NA 10950 944.22 6-NA
C07A-NW 1 6-NA 11000 922.92 6-NA
C07A-NW 1 6-NA 11050 1111.78 6-NA
C07A-NW 1 6-NA 11100 1353.46 6-NA
C07A-NW 1 6-NA 11150 1524.46 6-NA
C07A-NW 1 6-NA 11200 2155.04 6-NA
C07A-NW 1 6-NA 11250 3091.1 6-NA
C07A-NW 1 6-NA 11300 3414.92 6-NA
C07A-NW 1 6-NA 11350 2929.98 6-NA
C07A-NW 1 6-NA 11400 1550.75510204082 6-NA
C07A-NW 1 7-M 11400 8987 7-M
C07A-NW 1 7-M 11450 15054.94 7-M
C07A-NW 1 7-M 11500 24870.5 7-M
C07A-NW 1 7-M 11550 30625.74 7-M
C07A-NW 1 7-M 11600 34464.44 7-M
C07A-NW 1 7-M 11650 37726.92 7-M
C07A-NW 1 7-M 11700 45473.92 7-M
C07A-NW 1 7-M 11750 51350.44 7-M
C07A-NW 1 7-M 11800 54086.66 7-M
C07A-NW 1 7-M 11850 57677.84 7-M
C07A-NW 1 7-M 11900 56431.66 7-M
C07A-NW 1 7-M 11950 54564.74 7-M
C07A-NW 1 7-M 12000 50595.9 7-M
C07A-NW 1 7-M 12050 47114.26 7-M
C07A-NW 1 7-M 12100 46587.96 7-M
C07A-NW 1 7-M 12150 41920.02 7-M
C07A-NW 1 7-M 12200 42008.1 7-M
C07A-NW 1 7-M 12250 37850.36 7-M
C07A-NW 1 7-M 12300 39261.4 7-M
C07A-NW 1 7-M 12350 30551.64 7-M
C07A-NW 1 7-M 12400 21459.4848484848 7-M
C07A-NW 1 8-NS 12400 78715.6470588235 8-NS
C07A-NW 1 8-NS 12450 116016.06 8-NS
C07A-NW 1 8-NS 12500 138156.98 8-NS
C07A-NW 1 8-NS 12550 148324.96 8-NS
C07A-NW 1 8-NS 12600 136608.58 8-NS
C07A-NW 1 8-NS 12650 142531.54 8-NS
C07A-NW 1 8-NS 12700 149907.78 8-NS
C07A-NW 1 8-NS 12750 159207.98 8-NS
C07A-NW 1 8-NS 12800 161396.52 8-NS
C07A-NW 1 8-NS 12850 164145.54 8-NS
C07A-NW 1 8-NS 12900 159078.96 8-NS
C07A-NW 1 8-NS 12950 145221.68 8-NS
C07A-NW 1 8-NS 13000 119912.8 8-NS
C07A-NW 1 8-NS 13050 102829.18 8-NS
C07A-NW 1 8-NS 13100 95637.08 8-NS
C07A-NW 1 8-NS 13150 90640.3 8-NS
C07A-NW 1 8-NS 13200 68116 8-NS
C07A-NW 1 8-NS 13250 43738.5806451613 8-NS
C07A-NW 2 1-PB2 0 45844.5102040816 1-PB2
C07A-NW 2 1-PB2 50 49650.42 1-PB2
C07A-NW 2 1-PB2 100 30845.92 1-PB2
C07A-NW 2 1-PB2 150 10210.7 1-PB2
C07A-NW 2 1-PB2 200 7481.04 1-PB2
C07A-NW 2 1-PB2 250 4818.02 1-PB2
C07A-NW 2 1-PB2 300 4287.52 1-PB2
C07A-NW 2 1-PB2 350 3970.64 1-PB2
C07A-NW 2 1-PB2 400 3490.24 1-PB2
C07A-NW 2 1-PB2 450 3100.4 1-PB2
C07A-NW 2 1-PB2 500 2963.62 1-PB2
C07A-NW 2 1-PB2 550 3083.2 1-PB2
C07A-NW 2 1-PB2 600 3233.08 1-PB2
C07A-NW 2 1-PB2 650 3493.5 1-PB2
C07A-NW 2 1-PB2 700 3836.74 1-PB2
C07A-NW 2 1-PB2 750 4079.96 1-PB2
C07A-NW 2 1-PB2 800 4207.06 1-PB2
C07A-NW 2 1-PB2 850 3957.1 1-PB2
C07A-NW 2 1-PB2 900 3780 1-PB2
C07A-NW 2 1-PB2 950 3789.8 1-PB2
C07A-NW 2 1-PB2 1000 3773.38 1-PB2
C07A-NW 2 1-PB2 1050 3997.08 1-PB2
C07A-NW 2 1-PB2 1100 3946.94 1-PB2
C07A-NW 2 1-PB2 1150 3942.84 1-PB2
C07A-NW 2 1-PB2 1200 3616.9 1-PB2
C07A-NW 2 1-PB2 1250 3744.54 1-PB2
C07A-NW 2 1-PB2 1300 3890.04 1-PB2
C07A-NW 2 1-PB2 1350 4357.02 1-PB2
C07A-NW 2 1-PB2 1400 5117.56 1-PB2
C07A-NW 2 1-PB2 1450 5595.12 1-PB2
C07A-NW 2 1-PB2 1500 5598.44 1-PB2
C07A-NW 2 1-PB2 1550 5073.76 1-PB2
C07A-NW 2 1-PB2 1600 4650.12 1-PB2
C07A-NW 2 1-PB2 1650 4492.8 1-PB2
C07A-NW 2 1-PB2 1700 4355.46 1-PB2
C07A-NW 2 1-PB2 1750 4356.08 1-PB2
C07A-NW 2 1-PB2 1800 4448.94 1-PB2
C07A-NW 2 1-PB2 1850 4440.8 1-PB2
C07A-NW 2 1-PB2 1900 4386.56 1-PB2
C07A-NW 2 1-PB2 1950 4498.5 1-PB2
C07A-NW 2 1-PB2 2000 6362.8 1-PB2
C07A-NW 2 1-PB2 2050 12497.08 1-PB2
C07A-NW 2 1-PB2 2100 41086.44 1-PB2
C07A-NW 2 1-PB2 2150 59710.68 1-PB2
C07A-NW 2 1-PB2 2200 60440.34 1-PB2
C07A-NW 2 1-PB2 2250 42241.5348837209 1-PB2
C07A-NW 2 2-PB1 2250 9078.42857142857 2-PB1
C07A-NW 2 2-PB1 2300 14249.66 2-PB1
C07A-NW 2 2-PB1 2350 20590.06 2-PB1
C07A-NW 2 2-PB1 2400 11354.42 2-PB1
C07A-NW 2 2-PB1 2450 7989.04 2-PB1
C07A-NW 2 2-PB1 2500 5614.8 2-PB1
C07A-NW 2 2-PB1 2550 4143.14 2-PB1
C07A-NW 2 2-PB1 2600 3502.04 2-PB1
C07A-NW 2 2-PB1 2650 3066.64 2-PB1
C07A-NW 2 2-PB1 2700 2555.98 2-PB1
C07A-NW 2 2-PB1 2750 2398.4 2-PB1
C07A-NW 2 2-PB1 2800 2323.7 2-PB1
C07A-NW 2 2-PB1 2850 2326.14 2-PB1
C07A-NW 2 2-PB1 2900 2286.24 2-PB1
C07A-NW 2 2-PB1 2950 2317.94 2-PB1
C07A-NW 2 2-PB1 3000 2274.22 2-PB1
C07A-NW 2 2-PB1 3050 2116.68 2-PB1
C07A-NW 2 2-PB1 3100 1961.62 2-PB1
C07A-NW 2 2-PB1 3150 2020.82 2-PB1
C07A-NW 2 2-PB1 3200 2079.14 2-PB1
C07A-NW 2 2-PB1 3250 2123.54 2-PB1
C07A-NW 2 2-PB1 3300 2207.08 2-PB1
C07A-NW 2 2-PB1 3350 2532.84 2-PB1
C07A-NW 2 2-PB1 3400 2676.4 2-PB1
C07A-NW 2 2-PB1 3450 2674.62 2-PB1
C07A-NW 2 2-PB1 3500 2977.1 2-PB1
C07A-NW 2 2-PB1 3550 3139.78 2-PB1
C07A-NW 2 2-PB1 3600 3020.04 2-PB1
C07A-NW 2 2-PB1 3650 2664.54 2-PB1
C07A-NW 2 2-PB1 3700 3015.68 2-PB1
C07A-NW 2 2-PB1 3750 3211.86 2-PB1
C07A-NW 2 2-PB1 3800 3524.7 2-PB1
C07A-NW 2 2-PB1 3850 3976.56 2-PB1
C07A-NW 2 2-PB1 3900 4269.3 2-PB1
C07A-NW 2 2-PB1 3950 4779.9 2-PB1
C07A-NW 2 2-PB1 4000 4457.96 2-PB1
C07A-NW 2 2-PB1 4050 4214.64 2-PB1
C07A-NW 2 2-PB1 4100 3982.3 2-PB1
C07A-NW 2 2-PB1 4150 4165 2-PB1
C07A-NW 2 2-PB1 4200 4339.76 2-PB1
C07A-NW 2 2-PB1 4250 4862.72 2-PB1
C07A-NW 2 2-PB1 4300 6723.4 2-PB1
C07A-NW 2 2-PB1 4350 7771.14 2-PB1
C07A-NW 2 2-PB1 4400 21351.9 2-PB1
C07A-NW 2 2-PB1 4450 27028.66 2-PB1
C07A-NW 2 2-PB1 4500 21150.6 2-PB1
C07A-NW 2 2-PB1 4550 12925.880952381 2-PB1
C07A-NW 2 3-PA 4550 2972.875 3-PA
C07A-NW 2 3-PA 4600 3890.64 3-PA
C07A-NW 2 3-PA 4650 5088.9 3-PA
C07A-NW 2 3-PA 4700 4724.98 3-PA
C07A-NW 2 3-PA 4750 2960.22 3-PA
C07A-NW 2 3-PA 4800 2789.72 3-PA
C07A-NW 2 3-PA 4850 2579.36 3-PA
C07A-NW 2 3-PA 4900 2382.2 3-PA
C07A-NW 2 3-PA 4950 2103.18 3-PA
C07A-NW 2 3-PA 5000 1780.52 3-PA
C07A-NW 2 3-PA 5050 1723.7 3-PA
C07A-NW 2 3-PA 5100 1808 3-PA
C07A-NW 2 3-PA 5150 1656.42 3-PA
C07A-NW 2 3-PA 5200 1603.46 3-PA
C07A-NW 2 3-PA 5250 1590.6 3-PA
C07A-NW 2 3-PA 5300 1532.82 3-PA
C07A-NW 2 3-PA 5350 1627.44 3-PA
C07A-NW 2 3-PA 5400 1818.14 3-PA
C07A-NW 2 3-PA 5450 1792.34 3-PA
C07A-NW 2 3-PA 5500 1753.44 3-PA
C07A-NW 2 3-PA 5550 1639.18 3-PA
C07A-NW 2 3-PA 5600 1707.42 3-PA
C07A-NW 2 3-PA 5650 1720.82 3-PA
C07A-NW 2 3-PA 5700 1834.14 3-PA
C07A-NW 2 3-PA 5750 2200.32 3-PA
C07A-NW 2 3-PA 5800 2701.08 3-PA
C07A-NW 2 3-PA 5850 3382.5 3-PA
C07A-NW 2 3-PA 5900 3597.58 3-PA
C07A-NW 2 3-PA 5950 3874.64 3-PA
C07A-NW 2 3-PA 6000 4106 3-PA
C07A-NW 2 3-PA 6050 4394.96 3-PA
C07A-NW 2 3-PA 6100 4961.06 3-PA
C07A-NW 2 3-PA 6150 5272.24 3-PA
C07A-NW 2 3-PA 6200 5906.18 3-PA
C07A-NW 2 3-PA 6250 5660.78 3-PA
C07A-NW 2 3-PA 6300 5924.92 3-PA
C07A-NW 2 3-PA 6350 6721.18 3-PA
C07A-NW 2 3-PA 6400 7327.66 3-PA
C07A-NW 2 3-PA 6450 7924.34 3-PA
C07A-NW 2 3-PA 6500 9245.82 3-PA
C07A-NW 2 3-PA 6550 11462.7 3-PA
C07A-NW 2 3-PA 6600 12544.82 3-PA
C07A-NW 2 3-PA 6650 16151.6 3-PA
C07A-NW 2 3-PA 6700 14542.52 3-PA
C07A-NW 2 3-PA 6750 9581.18181818182 3-PA
C07A-NW 2 4-HA 6750 23265.2941176471 4-HA
C07A-NW 2 4-HA 6800 33849.96 4-HA
C07A-NW 2 4-HA 6850 47956.98 4-HA
C07A-NW 2 4-HA 6900 56882.62 4-HA
C07A-NW 2 4-HA 6950 60727.12 4-HA
C07A-NW 2 4-HA 7000 63825.74 4-HA
C07A-NW 2 4-HA 7050 61422.36 4-HA
C07A-NW 2 4-HA 7100 59018.66 4-HA
C07A-NW 2 4-HA 7150 52669.86 4-HA
C07A-NW 2 4-HA 7200 48124.04 4-HA
C07A-NW 2 4-HA 7250 47753.8 4-HA
C07A-NW 2 4-HA 7300 44700.02 4-HA
C07A-NW 2 4-HA 7350 46342.08 4-HA
C07A-NW 2 4-HA 7400 48916.32 4-HA
C07A-NW 2 4-HA 7450 48658.48 4-HA
C07A-NW 2 4-HA 7500 47442.18 4-HA
C07A-NW 2 4-HA 7550 44172.76 4-HA
C07A-NW 2 4-HA 7600 46580.72 4-HA
C07A-NW 2 4-HA 7650 43582.78 4-HA
C07A-NW 2 4-HA 7700 40284.1 4-HA
C07A-NW 2 4-HA 7750 39382.84 4-HA
C07A-NW 2 4-HA 7800 38056.14 4-HA
C07A-NW 2 4-HA 7850 40119.66 4-HA
C07A-NW 2 4-HA 7900 49393.78 4-HA
C07A-NW 2 4-HA 7950 63089.28 4-HA
C07A-NW 2 4-HA 8000 65745.8 4-HA
C07A-NW 2 4-HA 8050 67926.56 4-HA
C07A-NW 2 4-HA 8100 75119.34 4-HA
C07A-NW 2 4-HA 8150 92117.16 4-HA
C07A-NW 2 4-HA 8200 92951.52 4-HA
C07A-NW 2 4-HA 8250 87885.58 4-HA
C07A-NW 2 4-HA 8300 74977.2 4-HA
C07A-NW 2 4-HA 8350 70444.14 4-HA
C07A-NW 2 4-HA 8400 56952.1 4-HA
C07A-NW 2 4-HA 8450 33766.1489361702 4-HA
C07A-NW 2 5-NP 8450 3880.33333333333 5-NP
C07A-NW 2 5-NP 8500 5417.76 5-NP
C07A-NW 2 5-NP 8550 7832.86 5-NP
C07A-NW 2 5-NP 8600 8138.32 5-NP
C07A-NW 2 5-NP 8650 7731.22 5-NP
C07A-NW 2 5-NP 8700 6599.32 5-NP
C07A-NW 2 5-NP 8750 6160.84 5-NP
C07A-NW 2 5-NP 8800 6986.28 5-NP
C07A-NW 2 5-NP 8850 7081.9 5-NP
C07A-NW 2 5-NP 8900 8043.98 5-NP
C07A-NW 2 5-NP 8950 7994.04 5-NP
C07A-NW 2 5-NP 9000 8462.62 5-NP
C07A-NW 2 5-NP 9050 8530.44 5-NP
C07A-NW 2 5-NP 9100 8706.84 5-NP
C07A-NW 2 5-NP 9150 9893.94 5-NP
C07A-NW 2 5-NP 9200 12185.64 5-NP
C07A-NW 2 5-NP 9250 13379.32 5-NP
C07A-NW 2 5-NP 9300 15371.56 5-NP
C07A-NW 2 5-NP 9350 17936.04 5-NP
C07A-NW 2 5-NP 9400 18318.16 5-NP
C07A-NW 2 5-NP 9450 17567.14 5-NP
C07A-NW 2 5-NP 9500 17798.9 5-NP
C07A-NW 2 5-NP 9550 18349.9 5-NP
C07A-NW 2 5-NP 9600 18058.86 5-NP
C07A-NW 2 5-NP 9650 16607.68 5-NP
C07A-NW 2 5-NP 9700 14975.62 5-NP
C07A-NW 2 5-NP 9750 12717.34 5-NP
C07A-NW 2 5-NP 9800 10900.14 5-NP
C07A-NW 2 5-NP 9850 10147.3 5-NP
C07A-NW 2 5-NP 9900 9784.56 5-NP
C07A-NW 2 5-NP 9950 7939.6 5-NP
C07A-NW 2 5-NP 10000 3816.73684210526 5-NP
C07A-NW 2 6-NA 10000 365.774193548387 6-NA
C07A-NW 2 6-NA 10050 609.76 6-NA
C07A-NW 2 6-NA 10100 822.84 6-NA
C07A-NW 2 6-NA 10150 716.06 6-NA
C07A-NW 2 6-NA 10200 1207.24 6-NA
C07A-NW 2 6-NA 10250 1553.96 6-NA
C07A-NW 2 6-NA 10300 1799.38 6-NA
C07A-NW 2 6-NA 10350 1826.54 6-NA
C07A-NW 2 6-NA 10400 1917.74 6-NA
C07A-NW 2 6-NA 10450 2130.34 6-NA
C07A-NW 2 6-NA 10500 2217.8 6-NA
C07A-NW 2 6-NA 10550 2114.78 6-NA
C07A-NW 2 6-NA 10600 1909.18 6-NA
C07A-NW 2 6-NA 10650 1706.42 6-NA
C07A-NW 2 6-NA 10700 1748.54 6-NA
C07A-NW 2 6-NA 10750 1782.4 6-NA
C07A-NW 2 6-NA 10800 1722.26 6-NA
C07A-NW 2 6-NA 10850 1557.2 6-NA
C07A-NW 2 6-NA 10900 1360.16 6-NA
C07A-NW 2 6-NA 10950 1332.94 6-NA
C07A-NW 2 6-NA 11000 1323.22 6-NA
C07A-NW 2 6-NA 11050 1466.72 6-NA
C07A-NW 2 6-NA 11100 1707.28 6-NA
C07A-NW 2 6-NA 11150 1931 6-NA
C07A-NW 2 6-NA 11200 3305.88 6-NA
C07A-NW 2 6-NA 11250 4927.98 6-NA
C07A-NW 2 6-NA 11300 5206 6-NA
C07A-NW 2 6-NA 11350 4352.32 6-NA
C07A-NW 2 6-NA 11400 2234.24489795918 6-NA
C07A-NW 2 7-M 11400 16097 7-M
C07A-NW 2 7-M 11450 26768.42 7-M
C07A-NW 2 7-M 11500 44000.5 7-M
C07A-NW 2 7-M 11550 51906.92 7-M
C07A-NW 2 7-M 11600 56602.58 7-M
C07A-NW 2 7-M 11650 59940.26 7-M
C07A-NW 2 7-M 11700 72258.32 7-M
C07A-NW 2 7-M 11750 80791.36 7-M
C07A-NW 2 7-M 11800 85889.44 7-M
C07A-NW 2 7-M 11850 90668.72 7-M
C07A-NW 2 7-M 11900 89916.9 7-M
C07A-NW 2 7-M 11950 89270.78 7-M
C07A-NW 2 7-M 12000 85900.94 7-M
C07A-NW 2 7-M 12050 80288.46 7-M
C07A-NW 2 7-M 12100 78951.1 7-M
C07A-NW 2 7-M 12150 71715.74 7-M
C07A-NW 2 7-M 12200 71386.38 7-M
C07A-NW 2 7-M 12250 64173.98 7-M
C07A-NW 2 7-M 12300 67643.74 7-M
C07A-NW 2 7-M 12350 53992.86 7-M
C07A-NW 2 7-M 12400 39474.2424242424 7-M
C07A-NW 2 8-NS 12400 121623.117647059 8-NS
C07A-NW 2 8-NS 12450 181148.22 8-NS
C07A-NW 2 8-NS 12500 215087.96 8-NS
C07A-NW 2 8-NS 12550 227694.24 8-NS
C07A-NW 2 8-NS 12600 207937.36 8-NS
C07A-NW 2 8-NS 12650 215390.46 8-NS
C07A-NW 2 8-NS 12700 226259.88 8-NS
C07A-NW 2 8-NS 12750 237576.18 8-NS
C07A-NW 2 8-NS 12800 239905.92 8-NS
C07A-NW 2 8-NS 12850 245030.78 8-NS
C07A-NW 2 8-NS 12900 236524.44 8-NS
C07A-NW 2 8-NS 12950 215432.56 8-NS
C07A-NW 2 8-NS 13000 177426.66 8-NS
C07A-NW 2 8-NS 13050 152539.56 8-NS
C07A-NW 2 8-NS 13100 143095.76 8-NS
C07A-NW 2 8-NS 13150 137013.7 8-NS
C07A-NW 2 8-NS 13200 105664.82 8-NS
C07A-NW 2 8-NS 13250 69532.9677419355 8-NS
C14A-NW 1 1-PB2 0 3963.40816326531 1-PB2
C14A-NW 1 1-PB2 50 5675.92 1-PB2
C14A-NW 1 1-PB2 100 7310.54 1-PB2
C14A-NW 1 1-PB2 150 7853.24 1-PB2
C14A-NW 1 1-PB2 200 8062.24 1-PB2
C14A-NW 1 1-PB2 250 7754.88 1-PB2
C14A-NW 1 1-PB2 300 7919.4 1-PB2
C14A-NW 1 1-PB2 350 8152.36 1-PB2
C14A-NW 1 1-PB2 400 7766.4 1-PB2
C14A-NW 1 1-PB2 450 7024.94 1-PB2
C14A-NW 1 1-PB2 500 6673.08 1-PB2
C14A-NW 1 1-PB2 550 6999.9 1-PB2
C14A-NW 1 1-PB2 600 7271.36 1-PB2
C14A-NW 1 1-PB2 650 7796.68 1-PB2
C14A-NW 1 1-PB2 700 8424.06 1-PB2
C14A-NW 1 1-PB2 750 8734.28 1-PB2
C14A-NW 1 1-PB2 800 9183.2 1-PB2
C14A-NW 1 1-PB2 850 8739.34 1-PB2
C14A-NW 1 1-PB2 900 8366.44 1-PB2
C14A-NW 1 1-PB2 950 8170.74 1-PB2
C14A-NW 1 1-PB2 1000 8113.46 1-PB2
C14A-NW 1 1-PB2 1050 8437.32 1-PB2
C14A-NW 1 1-PB2 1100 8283.62 1-PB2
C14A-NW 1 1-PB2 1150 8199.94 1-PB2
C14A-NW 1 1-PB2 1200 7472.98 1-PB2
C14A-NW 1 1-PB2 1250 7835.56 1-PB2
C14A-NW 1 1-PB2 1300 8193.36 1-PB2
C14A-NW 1 1-PB2 1350 9352.86 1-PB2
C14A-NW 1 1-PB2 1400 10745.9 1-PB2
C14A-NW 1 1-PB2 1450 11697.72 1-PB2
C14A-NW 1 1-PB2 1500 11458.06 1-PB2
C14A-NW 1 1-PB2 1550 10247.08 1-PB2
C14A-NW 1 1-PB2 1600 9203.64 1-PB2
C14A-NW 1 1-PB2 1650 8344.36 1-PB2
C14A-NW 1 1-PB2 1700 7780.58 1-PB2
C14A-NW 1 1-PB2 1750 7755.46 1-PB2
C14A-NW 1 1-PB2 1800 7970.08 1-PB2
C14A-NW 1 1-PB2 1850 7872.94 1-PB2
C14A-NW 1 1-PB2 1900 7693.98 1-PB2
C14A-NW 1 1-PB2 1950 7369.06 1-PB2
C14A-NW 1 1-PB2 2000 7424.3 1-PB2
C14A-NW 1 1-PB2 2050 6886.86 1-PB2
C14A-NW 1 1-PB2 2100 5969.68 1-PB2
C14A-NW 1 1-PB2 2150 5358.72 1-PB2
C14A-NW 1 1-PB2 2200 4592.68 1-PB2
C14A-NW 1 1-PB2 2250 2995.39534883721 1-PB2
C14A-NW 1 2-PB1 2250 737.428571428571 2-PB1
C14A-NW 1 2-PB1 2300 1483.1 2-PB1
C14A-NW 1 2-PB1 2350 3237.38 2-PB1
C14A-NW 1 2-PB1 2400 4360.92 2-PB1
C14A-NW 1 2-PB1 2450 4327.84 2-PB1
C14A-NW 1 2-PB1 2500 4050.9 2-PB1
C14A-NW 1 2-PB1 2550 3443.4 2-PB1
C14A-NW 1 2-PB1 2600 3251.88 2-PB1
C14A-NW 1 2-PB1 2650 3072.94 2-PB1
C14A-NW 1 2-PB1 2700 2696.12 2-PB1
C14A-NW 1 2-PB1 2750 2727.84 2-PB1
C14A-NW 1 2-PB1 2800 2729.46 2-PB1
C14A-NW 1 2-PB1 2850 2730.62 2-PB1
C14A-NW 1 2-PB1 2900 2697.76 2-PB1
C14A-NW 1 2-PB1 2950 2771.76 2-PB1
C14A-NW 1 2-PB1 3000 2635.12 2-PB1
C14A-NW 1 2-PB1 3050 2419.02 2-PB1
C14A-NW 1 2-PB1 3100 2216.9 2-PB1
C14A-NW 1 2-PB1 3150 2309.26 2-PB1
C14A-NW 1 2-PB1 3200 2371.16 2-PB1
C14A-NW 1 2-PB1 3250 2433.78 2-PB1
C14A-NW 1 2-PB1 3300 2581.02 2-PB1
C14A-NW 1 2-PB1 3350 3040.72 2-PB1
C14A-NW 1 2-PB1 3400 3162.66 2-PB1
C14A-NW 1 2-PB1 3450 3198.98 2-PB1
C14A-NW 1 2-PB1 3500 3435.98 2-PB1
C14A-NW 1 2-PB1 3550 3656.86 2-PB1
C14A-NW 1 2-PB1 3600 3502.02 2-PB1
C14A-NW 1 2-PB1 3650 3033.4 2-PB1
C14A-NW 1 2-PB1 3700 2986.7 2-PB1
C14A-NW 1 2-PB1 3750 3004.6 2-PB1
C14A-NW 1 2-PB1 3800 3242.22 2-PB1
C14A-NW 1 2-PB1 3850 3559.42 2-PB1
C14A-NW 1 2-PB1 3900 3823.82 2-PB1
C14A-NW 1 2-PB1 3950 4265.88 2-PB1
C14A-NW 1 2-PB1 4000 3981.56 2-PB1
C14A-NW 1 2-PB1 4050 3679.58 2-PB1
C14A-NW 1 2-PB1 4100 3335.82 2-PB1
C14A-NW 1 2-PB1 4150 3427.56 2-PB1
C14A-NW 1 2-PB1 4200 3400.76 2-PB1
C14A-NW 1 2-PB1 4250 3185.7 2-PB1
C14A-NW 1 2-PB1 4300 3494.94 2-PB1
C14A-NW 1 2-PB1 4350 3204.66 2-PB1
C14A-NW 1 2-PB1 4400 2879.3 2-PB1
C14A-NW 1 2-PB1 4450 2335.94 2-PB1
C14A-NW 1 2-PB1 4500 1538.28 2-PB1
C14A-NW 1 2-PB1 4550 1027.85714285714 2-PB1
C14A-NW 1 3-PA 4550 328.125 3-PA
C14A-NW 1 3-PA 4600 477.78 3-PA
C14A-NW 1 3-PA 4650 866.72 3-PA
C14A-NW 1 3-PA 4700 1237.42 3-PA
C14A-NW 1 3-PA 4750 1431.12 3-PA
C14A-NW 1 3-PA 4800 1801.52 3-PA
C14A-NW 1 3-PA 4850 1891.54 3-PA
C14A-NW 1 3-PA 4900 1863.24 3-PA
C14A-NW 1 3-PA 4950 1784.54 3-PA
C14A-NW 1 3-PA 5000 1560.54 3-PA
C14A-NW 1 3-PA 5050 1487.52 3-PA
C14A-NW 1 3-PA 5100 1474.34 3-PA
C14A-NW 1 3-PA 5150 1392.26 3-PA
C14A-NW 1 3-PA 5200 1283.08 3-PA
C14A-NW 1 3-PA 5250 1201.76 3-PA
C14A-NW 1 3-PA 5300 1210.12 3-PA
C14A-NW 1 3-PA 5350 1303.16 3-PA
C14A-NW 1 3-PA 5400 1486.94 3-PA
C14A-NW 1 3-PA 5450 1466.06 3-PA
C14A-NW 1 3-PA 5500 1421.9 3-PA
C14A-NW 1 3-PA 5550 1254.38 3-PA
C14A-NW 1 3-PA 5600 1275.44 3-PA
C14A-NW 1 3-PA 5650 1290.92 3-PA
C14A-NW 1 3-PA 5700 1412.36 3-PA
C14A-NW 1 3-PA 5750 1770.46 3-PA
C14A-NW 1 3-PA 5800 2258.68 3-PA
C14A-NW 1 3-PA 5850 2863.06 3-PA
C14A-NW 1 3-PA 5900 3055.98 3-PA
C14A-NW 1 3-PA 5950 3190.5 3-PA
C14A-NW 1 3-PA 6000 3028.42 3-PA
C14A-NW 1 3-PA 6050 2975.54 3-PA
C14A-NW 1 3-PA 6100 3007.54 3-PA
C14A-NW 1 3-PA 6150 2862.94 3-PA
C14A-NW 1 3-PA 6200 3106.22 3-PA
C14A-NW 1 3-PA 6250 3004.32 3-PA
C14A-NW 1 3-PA 6300 3089.48 3-PA
C14A-NW 1 3-PA 6350 3301.54 3-PA
C14A-NW 1 3-PA 6400 3448.12 3-PA
C14A-NW 1 3-PA 6450 3601.7 3-PA
C14A-NW 1 3-PA 6500 3630.62 3-PA
C14A-NW 1 3-PA 6550 3452.16 3-PA
C14A-NW 1 3-PA 6600 3274.78 3-PA
C14A-NW 1 3-PA 6650 2987.32 3-PA
C14A-NW 1 3-PA 6700 2280.44 3-PA
C14A-NW 1 3-PA 6750 1305.60606060606 3-PA
C14A-NW 1 4-HA 6750 20932.1176470588 4-HA
C14A-NW 1 4-HA 6800 33138.22 4-HA
C14A-NW 1 4-HA 6850 50132.62 4-HA
C14A-NW 1 4-HA 6900 64471.38 4-HA
C14A-NW 1 4-HA 6950 69296.58 4-HA
C14A-NW 1 4-HA 7000 72834.72 4-HA
C14A-NW 1 4-HA 7050 71512.42 4-HA
C14A-NW 1 4-HA 7100 69928.08 4-HA
C14A-NW 1 4-HA 7150 63677.38 4-HA
C14A-NW 1 4-HA 7200 58767.5 4-HA
C14A-NW 1 4-HA 7250 60434.2 4-HA
C14A-NW 1 4-HA 7300 57493.32 4-HA
C14A-NW 1 4-HA 7350 60240.34 4-HA
C14A-NW 1 4-HA 7400 65499.16 4-HA
C14A-NW 1 4-HA 7450 65564.14 4-HA
C14A-NW 1 4-HA 7500 63812.7 4-HA
C14A-NW 1 4-HA 7550 57590.42 4-HA
C14A-NW 1 4-HA 7600 59485.18 4-HA
C14A-NW 1 4-HA 7650 54521.68 4-HA
C14A-NW 1 4-HA 7700 49075.14 4-HA
C14A-NW 1 4-HA 7750 45141.92 4-HA
C14A-NW 1 4-HA 7800 41944.66 4-HA
C14A-NW 1 4-HA 7850 39440.88 4-HA
C14A-NW 1 4-HA 7900 38514.14 4-HA
C14A-NW 1 4-HA 7950 44985.86 4-HA
C14A-NW 1 4-HA 8000 46680.18 4-HA
C14A-NW 1 4-HA 8050 49306.14 4-HA
C14A-NW 1 4-HA 8100 55268.06 4-HA
C14A-NW 1 4-HA 8150 67444.1 4-HA
C14A-NW 1 4-HA 8200 67866.32 4-HA
C14A-NW 1 4-HA 8250 64638.64 4-HA
C14A-NW 1 4-HA 8300 54954.82 4-HA
C14A-NW 1 4-HA 8350 49602.78 4-HA
C14A-NW 1 4-HA 8400 38169.66 4-HA
C14A-NW 1 4-HA 8450 20898.1063829787 4-HA
C14A-NW 1 5-NP 8450 2544.33333333333 5-NP
C14A-NW 1 5-NP 8500 3655.74 5-NP
C14A-NW 1 5-NP 8550 5526.8 5-NP
C14A-NW 1 5-NP 8600 5941.14 5-NP
C14A-NW 1 5-NP 8650 6297.3 5-NP
C14A-NW 1 5-NP 8700 6077.82 5-NP
C14A-NW 1 5-NP 8750 6085.58 5-NP
